,titles_authors
138,"['killer takes all, erica spindler', 'from cradle to grave, patricia macdonald', 'blood will tell, april henry', 'you will pay, lisa jackson', 'night sins, tami hoag', 'last breath, michael prescott', 'cause for alarm, erica spindler', 'sight unseen, iris johansen', 'running of the bulls, christopher smith', 'bloody mary, j.a. konrath', 'the gray and guilty sea, scott william carter', 'blacklands, belinda bauer', 'bone cold, erica spindler', 'the missing, chris mooney', 'girl in trouble, stacy claflin', 'three days and a life, pierre lemaitre', 'low tide, dawn lee mckenna', 'wired rogue, toby neal', 'the bone orchard, daniel judson', 'a nail through the heart, timothy hallinan', 'a field of red, greg enslen', 'missing pieces, joy fielding', 'beyond fear, jaye ford', 'blood game, iris johansen', 'all fall down, erica spindler', 'taking eve, iris johansen', 'angels & demons, dan brown', 'the perfect husband, lisa gardner', 'the righteous, michael wallace', 'the crocodile bird, ruth rendell', 'ties that bind, carolyn arnold', 'angels and demons, dan brown', 'total control, david baldacci', 'strange affair, peter robinson', 'cruel & unusual, patricia cornwell', ""from potter's field, patricia cornwell"", 'rusty nail, j.a. konrath', 'the last kind words, tom piccirilli', 'third watch, robert dugoni', 'the abbey, chris culver', ""the general's daughter, nelson demille"", 'the calling, inger ash wolfe', 'in silence, erica spindler', 'a thin dark line, tami hoag', 'digital fortress, dan brown', 'exile, denise mina', 'the sculptress, minette walters', 'look for her, emily winslow', 'kill the father, sandrone dazieri', 'ice trap, kitty sewell', 'saving faith, david baldacci', 'wolf, kelly oliver', 'ashes to ashes, tami hoag', 'point of origin, patricia cornwell', 'the dark room, minette walters', 'mortal allies, brian haig', 'see how they run, james patterson', 'twice shy, dick francis', 'cruel and unusual, patricia cornwell', 'echoes from the dead, johan theorin', 'in broad daylight, seth harwood', ""the scold's bridle, minette walters"", 'to die for, joyce maynard', 'rising sun, michael crichton', 'resolution, denise mina', 'tumbled graves, brenda chapman', 'to the hilt, dick francis', 'not what she seems, yasmin angoe', 'the knight, steven james', 'the echo, minette walters', 'acid row, minette walters', 'the child garden, catriona mcpherson', 'fatal, michael palmer', 'off the grid, c.j. box', 'cathedral, nelson demille', 'marathon man, william goldman', 'three seconds to rush, danielle stewart', 'predator, patricia cornwell', 'forty words for sorrow, giles blunt', 'false impression, jeffrey archer', 'the minotaur, barbara vine', 'the tree of hands, ruth rendell', 'free fall, rick mofina', 'expecting to die, lisa jackson', 'girl on the train - preview, paula hawkins', 'sleepers, lorenzo carcaterra', 'the edge, dick francis', 'hunting eve, iris johansen', 'is fat bob dead yet?, stephen dobyns', 'harvest, tess gerritsen', 'we all fall down, robert cormier', 'de eetclub, saskia noort', ""a midsummer's equation, keigo higashino"", 'vestido de novia, pierre lemaitre', 'never knowing, chevy stevens', 'no time left, david baldacci', 'the selected stories of patricia highsmith, patricia highsmith', 'the third victim, lisa gardner', 'el guardián invisible, dolores redondo', 'marker, robin cook', 'milk and honey, faye kellerman', 'todo esto te daré, dolores redondo', 'the missing, caroline eriksson', 'ready to die, lisa jackson', 'straight, dick francis', 'the taking of pelham one two three, john godey', 'legado en los huesos, dolores redondo', 'the pawn, steven james', 'the third twin, ken follett', 'never saw it coming, linwood barclay', 'ofrenda a la tormenta, dolores redondo', 'bitter river, julia keller', 'method 15/33, shannon kirk']"
139,"['try not to breathe, jennifer r. hubbard', 'impulse, ellen hopkins', 'forgive me, leonard peacock, matthew quick', 'all the bright places, jennifer niven', 'what i lost, alexandra ballard', 'lucy in the sky, anonymous', 'words on bathroom walls, julia walton', 'skinny, ibi kaslik', 'highly illogical behavior, john corey whaley', 'the impossible knife of memory, laurie halse anderson', 'girl in pieces, kathleen glasgow', 'when we collided, emery lord', 'schizo, nic sheff', 'tous nos jours parfaits, jennifer niven', 'my heart and other black holes, jasmine warga', 'all die verdammt perfekten tage, jennifer niven', ""it's kind of a funny story, ned vizzini"", 'paperweight, meg haston', 'falling into place, amy zhang', 'challenger deep, neal shusterman', 'made you up, francesca zappia', 'suicide notes, michael thomas ford', 'the nature of jade, deb caletti', 'stop pretending, sonya sones', 'mosquitoland, david arnold', ""by the time you read this, i'll be dead, julie anne peters"", 'second star to the right, deborah hautzig', 'the first time she drowned, kerry kletter', 'purge, sarah darer littman', 'crazy, han nolan', 'aimee, mary beth miller', 'perfect, natasha friend', 'underwater, marisa reichardt', 'clean, amy reed', 'wintergirls, laurie halse anderson', 'the best little girl in the world, steven levenkron']"
140,"['fine feathered friends, tish rabe', 'over and under the snow, kate messner', 'chemical chaos, nick arnold', 'a seed is sleepy, dianna hutts aston', 'rosie revere, engineer, andrea beaty', 'she persisted, chelsea clinton', 'coronavirus, elizabeth jenner']"
141,"['friend request, laura marshall', 'nocturnal animals, austin wright', 'dear daughter, elizabeth little', 'eleven hours, paullina simons', 'whispers and lies, joy fielding', 'catch me when i fall, nicci french', 'the girl who never came back, amy cross', ""one of us, tawni o'dell"", ""don't cry now, joy fielding"", 'the quality of silence, rosamund lupton', 'afterwards, rosamund lupton', 'the blue, lucy clarke', 'death at whitewater church, andrea carter', 'stolen child, laura elliot', 'what lies between us, nayomi munaweera', 'and then she was gone, rosalind noonan', 'color me grey, j.c. phelps', 'fugletribunalet, agnes ravatn', 'the millennium trilogy, stieg larsson', 'the cutaway, christina kovac', 'lola, melissa scrivner love', 'sign off, patricia mclinn', 'unleashed, emily kimelman']"
142,"['the killer angels, michael shaara', 'the eagle in the sand, simon scarrow', 'the gladiator, simon scarrow', 'caesar, colleen mccullough', 'killer of men, christian cameron', 'semper fi, w.e.b. griffin', 'battle cry, leon uris', 'the generals, simon scarrow', 'the final storm, jeff shaara', 'the marines of autumn, james brady', 'the virtues of war, steven pressfield', 'a blaze of glory, jeff shaara', 'close combat, w.e.b. griffin', 'the invasion of gaul, s.j.a. turney', ""the eagle's conquest, simon scarrow"", 'when the eagle hunts, simon scarrow', 'victory and honor, w.e.b. griffin', 'behind the lines, w.e.b. griffin', 'the rising tide, jeff shaara', 'those who dare, phil ward', 'the short-timers, gustav hasford', 'valley forge, newt gingrich', 'honor bound, w.e.b. griffin', 'the honor of spies, w.e.b. griffin', 'last reveille, david morrell']"
143,"[""she's no faerie princess, christine warren"", 'search, alyssa rose ivy', 'burning wild, christine feehan', 'hell & high water, charlie cochet', 'shield of winter, nalini singh', 'stray, rachel vincent', 'true colors, thea harrison', 'night shift, nalini singh', 'the wicked, thea harrison', 'shifter, angela knight', 'speed mating, jessica sims', 'bonds of justice, nalini singh', 'prey, andrea speed', 'a gift for kit, nalini singh', 'silent blade, ilona andrews', 'burning up, angela knight', ""serpent's kiss, thea harrison"", 'wild rain, christine feehan', ""lord's fall, thea harrison"", 'heart of obsidian, nalini singh', 'play of passion, nalini singh', 'tied with a bow, lora leigh', 'must love fangs, jessica sims', 'mine to possess, nalini singh', 'tangle of need, nalini singh', 'blood & thunder, charlie cochet', 'silver shark, ilona andrews', 'hostage to pleasure, nalini singh', 'night play, sherrilyn kenyon', 'visions of heat, nalini singh', 'rack & ruin, charlie cochet', 'wild & steamy, meljean brook', 'slave to sensation, nalini singh', 'prey, rachel vincent', 'branded by fire, nalini singh', 'blaze of memory, nalini singh', 'rise & fall, charlie cochet', 'against the grain, charlie cochet', 'caressed by ice, nalini singh', ""wicked deeds on a winter's night, kresley cole"", 'howling for you, chloe neill', 'hunting season, shelly laurenston', 'kiss of snow, nalini singh']"
144,"['the other language, francesca marciano', 'like a house on fire, cate kennedy', 'a manual for cleaning women, lucia berlin', 'flights, olga tokarczuk', 'ms ice sandwich, mieko kawakami', 'self-help, lorrie moore', 'the thing around your neck, chimamanda ngozi adichie', 'in other rooms, other wonders, daniyal mueenuddin', 'women with men, richard ford', 'hope and other dangerous pursuits, laila lalami', 'the white book, han kang', 'black swans, eve babitz', 'attrib. and other stories, eley williams', 'music for wartime, rebecca makkai', 'beasts, joyce carol oates', 'manual para mujeres de la limpieza, lucia berlin', ""all aunt hagar's children, edward p. jones"", 'in the country, mia alvar', 'travelling light, tove jansson', 'evening primrose, kopano matlwa', 'hotel world, ali smith', ""don't cry, mary gaitskill"", 'slow days, fast company, eve babitz', 'the life to come, michelle de kretser', 'burning bright, ron rash', 'million dollar baby, f.x. toole', 'not the end of the world, kate atkinson', 'homesick for another world, ottessa moshfegh', 'crow fair, thomas mcguane', 'kitchen, banana yoshimoto', 'the shell collector, anthony doerr', ""owen's daughter, jo-ann mapson""]"
145,"['start something that matters, blake mycoskie', 'let my people go surfing, yvon chouinard', ""this i know, terry o'reilly"", 'the blue sweater, jacqueline novogratz', 'how to win at the sport of business, mark cuban', 'grinding it out, ray kroc', 'things a little bird told me, biz stone', 'confessions of an advertising man, david ogilvy', 'losing my virginity, richard branson', 'how i braved anu aunty & co-founded a million dollar company, varun agarwal', 'iacocca, lee iacocca', 'sam walton, sam walton', 'eleven rings, phil jackson', 'onward, howard schultz', 'simply fly, g.r. gopinath', 'the method method, eric ryan', 'pour your heart into it, howard schultz']"
146,"['a man of two faces, viet thanh nguyen', 'testament of youth, vera brittain', 'all creatures great and small / all things bright and beautiful, james herriot', 'the life of charlotte brontë, elizabeth gaskell', 'ten days in a mad-house, nellie bly', 'seven pillars of wisdom, t.e. lawrence', 'black like me, john howard griffin', 'while the world watched, carolyn maull mckinstry', 'a long way gone, ishmael beah', 'first they killed my father, loung ung', 'west from home, laura ingalls wilder', 'prisoner of tehran, marina nemat', 'the egg and i, betty macdonald', '12 years a slave and other slave narratives, solomon northup', 'and i alone survived, lauren elder', 'twenty years at hull house, jane addams', 'full service, scotty bowers', 'once upon a secret, mimi alford', 'slave, mende nazer', 'portrait of a marriage, nigel nicolson', 'no one here gets out alive, jerry hopkins', 'amazing grace, eric metaxas', 'on gold mountain, lisa see', 'miss moore thought otherwise, jan pinborough', 'nietzsche, walter kaufmann', 'twelve years a slave, solomon northup', 'evidence not seen, darlene deibler rose', 'death be not proud, john gunther', 'cheaper by the dozen, frank b. gilbreth jr.', 'the white album, joan didion', 'coco chanel, justine picardie', 'my name is bill, susan cheever', 'bonhoeffer, eric metaxas', 'shakey, jimmy mcdonough', 'the hiding place, corrie ten boom', 'the story of the trapp family singers, maria augusta von trapp', 'october sky, homer hickam', 'quarto de despejo, carolina maria de jesus', 'songs of blood and sword, fatima bhutto', 'peter the great, robert k. massie', 'de amerikaanse prinses, annejet van der zijl', 'the electric kool-aid acid test, tom wolfe', 'night, elie wiesel', 'the autobiography of mark twain, mark twain', 'the story of my life, helen keller', 'on the way home, laura ingalls wilder', 'lucky child, loung ung', 'all creatures great and small, james herriot', 'invincible louisa, cornelia meigs', 'out of captivity, marc gonsalves', 'nobody knows my name, james baldwin', 'our hearts were young and gay, cornelia otis skinner', 'jane austen, claire tomalin', 'an improbable friendship, anthony david', 'inside wikileaks, daniel domscheit-berg', 'walt disney, bob thomas']"
147,"['decisive moments in history, stefan zweig', 'the gulag archipelago, aleksandr solzhenitsyn', 'the devil finds work, james baldwin', 'the story of philosophy, will durant', 'my life and work, henry ford', 'queen of fashion, caroline weber', ""caesar's commentaries, gaius julius caesar"", 'the autobiography of benvenuto cellini, benvenuto cellini', 'daniel boone, james daugherty', 'the invisible man, michael coren', 'why read moby-dick?, nathaniel philbrick', 'momentos estelares de la humanidad, stefan zweig', 'makers of rome, plutarch', 'the fight, norman mailer', 'kisah tragis oei hui lan putri orang terkaya di indonesia, agnes davonar', 'gandhi, mahatma gandhi']"
148,"['holding on to chaos, lucy score']"
149,"['the other, thomas tryon', 'the haunting of ashburn house, darcy coates', 'a house with good bones, t. kingfisher', 'the house next door, darcy coates', 'the haunting of rookward house, darcy coates', 'the sleep room, f.r. tallis', 'if there be thorns, v.c. andrews', 'the carrow haunt, darcy coates', 'we have always lived in the castle, shirley jackson', 'willow, v.c. andrews', 'the weight of blood, tiffany d. jackson', 'seeds of yesterday, v.c. andrews', 'into the garden, v.c. andrews', 'candles burning, tabitha king', 'siempre hemos vivido en el castillo, shirley jackson', 'the vanishing, wendy webb', 'flowers in the attic, v.c. andrews', 'the turn of the screw, henry james', 'the price, alexandra sokoloff', 'starling house, alix e. harrow', ""le tour d'écrou, henry james"", ""the widow's house, carol goodman"", 'diavola, jennifer marie thorne', 'abbiamo sempre vissuto nel castello, shirley jackson', 'doktor jekyll i pan hyde, robert louis stevenson', ""usher's passing, robert mccammon"", 'la maldición de hill house, shirley jackson', 'harvest home, thomas tryon', 'the haunting of hill house, shirley jackson', 'dr. jekyll and mr. hyde, robert louis stevenson', 'what moves the dead, t. kingfisher', 'the september house, carissa orlando']"
