,titles_authors
286,"['the utterly uninteresting and unadventurous tales of fred, the vampire accountant, drew hayes', 'a dirty job, christopher moore', 'hell bent, leigh bardugo', 'storm front, jim butcher', 'grave sight, charlaine harris', 'the furthest station, ben aaronovitch', 'fool moon, jim butcher', 'discount armageddon, seanan mcguire', 'carter & lovecraft, jonathan l. howard', 'the lust lizard of melancholy cove, christopher moore', 'magic for liars, sarah gailey', 'mad lizard mambo, rhys ford', 'thicker than water, mike carey', 'skin game, jim butcher', 'fire in frost, alicia rades', 'proven guilty, jim butcher', 'broken homes, ben aaronovitch', 'love, lies, and hocus pocus, lydia sherrer', 'dead beat, jim butcher', 'half-off ragnarok, seanan mcguire', 'changes, jim butcher', 'burned, benedict jacka', 'follow the crow, b.b. griffith', 'cold days, jim butcher', 'foxglove summer, ben aaronovitch', 'small favor, jim butcher', 'year one, nora roberts', 'midnight blue-light special, seanan mcguire', 'summer knight, jim butcher', 'the changeling, victor lavalle', 'reflections, seanan mcguire', 'our dark duet, victoria schwab', 'monster hunter legion, larry correia', 'happy hour in hell, tad williams', 'prepare to die!, paul tobin', 'omens, kelley armstrong', 'peace talks, jim butcher', 'the dirty streets of heaven, tad williams', ""the rook, daniel o'malley"", 'working for bigfoot, jim butcher', 'soul meaning, a.d. starrling', 'side jobs, jim butcher', 'moon over soho, ben aaronovitch', 'secondhand souls, christopher moore', 'fated, benedict jacka', 'hidden, benedict jacka', 'legion, brandon sanderson', 'brief cases, jim butcher', 'grave peril, jim butcher', 'some kind of fairy tale, graham joyce', 'phantasmen, kai meyer', 'death masks, jim butcher', 'hidden things, doyce testerman', 'indexing, seanan mcguire', ""where there's smoke, jodi picoult"", ""stiletto, daniel o'malley"", 'taken, benedict jacka']"
287,"['red rabbit, tom clancy', 'the bourne sanction, eric van lustbader', 'locked on, tom clancy', 'a devil is waiting, jack higgins', 'debt of honor, tom clancy', 'the recruit, robert muchamore', 'tier one, brian andrews', 'the polaris protocol, brad taylor', 'no deals, mr. bond, john gardner', 'the hostage, w.e.b. griffin', 'dead or alive, tom clancy', 'ark angel, anthony horowitz', 'boy nobody, allen zadoff', 'the bourne supremacy, robert ludlum', 'the removers, donald hamilton', 'the bourne ultimatum, robert ludlum', 'point blank, anthony horowitz', 'point of contact, mike maden', ""murderers' row, donald hamilton"", 'full force and effect, mark greaney', 'skeleton key, anthony horowitz', ""liberty's last stand, stephen coonts"", 'true faith and allegiance, mark greaney', 'eye of the storm, jack higgins', 'goldeneye, john gardner', 'the dogs of war, frederick forsyth', 'the truth of the matter, andrew klavan', 'executive orders, tom clancy', 'remote control, andy mcnab', 'the teeth of the tiger, tom clancy', 'the shadowers, donald hamilton', 'for your eyes only, ian fleming', 'shades of grey, j.c. phelps', 'the bourne deception, eric van lustbader', 'the wrecking crew, donald hamilton', 'the riddle of the sands, erskine childers', 'the sum of all fears, tom clancy', 'devil may care, sebastian faulks', 'gunmetal gray, mark greaney', 'assumed identity, david morrell', 'the hunt for red october, tom clancy', 'scorpia rising, anthony horowitz', 'blood fever, charlie higson', 'the bourne betrayal, eric van lustbader', 'twinkle, twinkle little spy, len deighton', 'the ambushers, donald hamilton', 'the silencers, donald hamilton', 'net force, steve perry', 'tsar, ted bell', 'assassin, ted bell', 'nobody lives forever, john gardner', 'shibumi, trevanian', 'the scarlatti inheritance, robert ludlum', 'eagle strike, anthony horowitz', 'the backup men, ross thomas']"
288,"['touching evil, kay hooper', 'blood dreams, kay hooper', 'blood ties, kay hooper', 'sleeping with fear, kay hooper', 'haven, kay hooper', 'once a thief, kay hooper', 'the island, heather graham', 'suite 606, j.d. robb', 'hunting fear, kay hooper', 'her last whisper, karen robards']"
289,"['atonement, ian mcewan', 'wildflower hill, kimberley freeman', ""the president's lady, irving stone"", 'a distant journey, di morrissey', 'the color of secrets, lindsay ashford', 'in falling snow, mary-rose maccoll', 'the house of special purpose, john boyne', 'the cellist of sarajevo, steven galloway', 'as long as the lemon trees grow, zoulfa katouh', 'the thread, victoria hislop', 'life, mal peet', 'the lioness of morocco, julia drosten', 'all that i am, anna funder']"
290,"['along for the ride, sarah dessen', 'bloom, elizabeth scott', 'the boyfriend list, e. lockhart', '13 little blue envelopes, maureen johnson', 'that summer, sarah dessen', 'stealing heaven, elizabeth scott', 'ten things we did, sarah mlynowski', 'fixing delilah, sarah ockler', 'my double life, janette rallison', 'cupcake, rachel cohn', 'stay, deb caletti', ""jenna & jonah's fauxmance, emily franklin"", 'how to ruin my teenage life, simone elkeles', 'peaches, jodi lynn anderson', 'anatomy of a boyfriend, daria snadowsky', 'girls in pants, ann brashares', 'the last little blue envelope, maureen johnson', 'this lullaby, sarah dessen', 'lock and key, sarah dessen', 'the boyfriend app, katie sise', 'between here and forever, elizabeth scott', 'vegan, virgin, valentine, carolyn mackler', 'north of beautiful, justina chen', 'someone like you, sarah dessen', 'dream factory, brad barkley', 'second helpings, megan mccafferty', '3 willows, ann brashares', 'gingerbread, rachel cohn', 'keeping the moon, sarah dessen', 'suite scarlett, maureen johnson', 'the daughters, joanna philbin', 'i like him, he likes her, phyllis reynolds naylor', 'anna and the french kiss, stephanie perkins', 'l.a. candy, lauren conrad', 'nothing but the truth, justina chen', 'the secrets of peaches, jodi lynn anderson', 'just one wish, janette rallison', 'sisterhood of the traveling pants, ann brashares', 'sloppy firsts, megan mccafferty', 'the secret diamond sisters, michelle madow', 'the year my sister got lucky, aimee friedman', 'sweet little lies, lauren conrad', 'l8r, g8r, lauren myracle', 'ttyl, lauren myracle', 'the truth about forever, sarah dessen', 'better off friends, elizabeth eulberg', 'how not to be popular, jennifer ziegler', 'geek charming, robin palmer', 'what happened to goodbye, sarah dessen', 'dreamland, sarah dessen', 'a todos los chicos de los que me enamoré, jenny han', 'just listen, sarah dessen', 'take a bow, elizabeth eulberg', 'the second summer of the sisterhood, ann brashares', 'getting over garrett delaney, abby mcdonald', 'ttfn, lauren myracle', 'how to be popular, meg cabot', 'teen idol, meg cabot']"
291,"[""susannah's garden, debbie macomber"", 'the perfect summer, luanne rice', 'wife for hire, janet evanovich', 'a clean slate, laura caldwell', 'the winter lodge, susan wiggs', 'spying in high heels, gemma halliday', 'the ice cream girls, dorothy koomson', 'smitten, janet evanovich', 'lost & found, jacqueline sheehan', ""there's no place like here, cecelia ahern"", ""suzanna's surrender, nora roberts"", 'garden of secrets, barbara freethy', 'carolina isle, jude deveraux', 'storm warning, nora roberts', 'scarlet nights, jude deveraux', 'trailer trash, denise grover swank', 'nora roberts land, ava miles', 'the spy who left me, gina robinson', 'diamonds are truly forever, gina robinson', 'the long road home, mary alice monroe', 'blue dahlia, nora roberts', 'good sam, dete meserve', 'last kiss, luanne rice', 'a woman betrayed, barbara delinsky', 'thirty and a half excuses, denise grover swank', 'finding infinity, susan kiernan-lewis', 'the art of deception, nora roberts', 'someone to love, jude deveraux', 'twilight whispers, barbara delinsky', 'under the boardwalk, carly phillips', 'hannah, chris keniston']"
292,"['riley in the morning, sandra brown', 'fearless, diana palmer', 'billion dollar cowboy, carolyn brown', 'the australian, diana palmer', 'taken by love, melissa foster', 'baby love, catherine anderson', 'granite man, elizabeth lowell', ""sierra's homecoming, linda lael miller"", 'the winter soldier, diana palmer', 'the quiet professor, betty neels', 'heartless, diana palmer', 'calhoun, diana palmer', 'the tender stranger, diana palmer', 'two alone, sandra brown', 'a man of means, diana palmer', 'slow hands, leslie kelly', ""cattleman's pride, diana palmer"", 'the doctor wears a stetson, anne marie novark', 'texas! chase, sandra brown', 'tyler, linda lael miller', 'a treasure worth seeking, sandra brown', ""mountain angel, suzie o'connell"", 'lawman, diana palmer']"
293,"['though waters roar, lynn austin', 'miracle in a dry season, sarah loudin thomas', 'as time goes by, lori wick', 'with every letter, sarah sundin', 'as sure as the dawn, francine rivers', ""the painter's daughter, julie klassen"", 'lady in waiting, susan meissner', 'wedded to war, jocelyn green', 'fireflies in december, jennifer erin valent', 'small town girl, ann h. gabhart', ""my father's world, michael r. phillips"", 'love takes wing, janette oke', 'bridge to haven, francine rivers', ""love's unfolding dream, janette oke"", 'the angels of morgan hill, donna vanliere', 'the lady and the mountain man, misty m. beller', 'love on the mend, karen witemeyer', 'candle in the darkness, lynn austin', 'all rivers to the sea, bodie thoene', ""love's abiding joy, janette oke"", 'a light to my path, lynn austin', ""love's enduring promise, janette oke"", ""love's pursuit, siri mitchell"", 'a bride for donnigan, janette oke', 'the innkeeper of ivy hill, julie klassen', 'of men and of angels, bodie thoene', 'the quiet light, louis de wohl', 'all things new, lynn austin', 'shadows of ladenbrooke manor, melanie dobson', 'an echo in the darkness, francine rivers', 'the shunning, beverly lewis', 'butterfly palace, colleen coble', ""donovan's daughter, lori wick"", 'saving amelie, cathy gohlke', 'for time & eternity, allison pittman', 'the solitary envoy, t. davis bunn', 'lady of milkweed manor, julie klassen', 'only the river runs free, bodie thoene', 'the revelation, beverly lewis', 'when breaks the dawn, janette oke', 'beloved hope, tracie peterson', 'the robe, lloyd c. douglas', 'sixteen brides, stephanie grace whitson', 'the headmistress of rosemere, sarah e. ladd', 'when hope springs new, janette oke', 'thorn in my heart, liz curtis higgs', 'fair is the rose, liz curtis higgs', 'fire by night, lynn austin', 'christmas at carnton, tamera alexander', ""the apothecary's daughter, julie klassen"", 'the hawk and the jewel, lori wick', 'the girl in the gatehouse, julie klassen', ""love's long journey, janette oke"", 'the stars for a light, lynn morris', 'summer of the midnight sun, tracie peterson', 'christy, catherine marshall', 'a voice in the wind, francine rivers', 'whence came a prince, liz curtis higgs', ""love's unending legacy, janette oke"", 'no place for a lady, maggie brendan', ""eve's daughters, lynn austin"", 'beyond the gathering storm, janette oke', 'waves of mercy, lynn austin', 'the lost heiress, roseanna m. white', 'grace in thine eyes, liz curtis higgs']"
294,"['the elephant tree, r.d. ronald', 'clockers, richard price', 'sons of fortune, jeffrey archer', 'the godfather, chris rice', ""it's classified, nicolle wallace"", 'omerta, mario puzo', 'a twist in the tale, jeffrey archer', 'the zombie room, r.d. ronald', 'the friends of eddie coyle, george v. higgins', 'the brethren / a painted house, john grisham', 'bad blood, casey kelleher', 'the great leader, jim harrison', 'la fille de brooklyn, guillaume musso', 'o padrinho, mario puzo', 'the silent oligarch, christopher morgan jones', 'the traveler, john katzenbach', ""chinaman's chance, ross thomas"", 'penguin lost, andrey kurkov', 'the healer, antti tuomainen', 'pop. 1280, jim thompson', 'no country for old men, cormac mccarthy', 'overload, arthur hailey', 'the porkchoppers, ross thomas', 'fatal flaw, william lashner', 'the godfather, mario puzo', 'los renglones torcidos de dios, torcuato luca de tena', 'galveston, nic pizzolatto', 'tricky business, dave barry', 'shall we tell the president?, jeffrey archer', 'the collector, john fowles', 'where is joe merchant?, jimmy buffett', 'a quiver full of arrows, jeffrey archer', 'the sicilian, mario puzo', 'the night of wenceslas, lionel davidson', 'el padrino, mario puzo', 'negeri para bedebah, tere liye', ""l'allieva, alessia gazzola"", 'house of cards, michael dobbs', 'der fall collini, ferdinand von schirach', 'shotgun alley, andrew klavan', ""dan brown's the lost symbol, nigel tomm"", 'ah, treachery!, ross thomas']"
295,"['starflight, melissa landers', 'blood red road, moira young', 'wires and nerve, volume 2, marissa meyer', 'rebel heart, moira young', 'defiance, c.j. redwine', 'salt & stone, victoria scott']"
296,"['the darkest prison, gena showalter', 'beauty awakened, gena showalter', 'the darkest craving, gena showalter', 'the darkest surrender, gena showalter', 'the darkest touch, gena showalter', 'the darkest seduction, gena showalter', 'deadmen walking, sherrilyn kenyon', 'dark beginnings, gena showalter', 'the darkest passion, gena showalter', 'the darkest fire, gena showalter', 'the darkest promise, gena showalter', 'the darkest torment, gena showalter', 'the darkest lie, gena showalter', 'south of surrender, laura kaye', 'east of ecstasy, laura kaye', 'the darkest whisper, gena showalter', 'the darkest angel, gena showalter']"
